@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC
@ATTRIBUTE "FileName" {augusta.wav,test.wav}
@DATA
5.732E2,1.783E-1,2.766E-3,5.351E4,6.491E-4,1.916E-1,?,1.328E3,?,?,?,-9.452E-1,7.704E-1,-4.512E-1,-1.967E-1,1.931E-1,-1.148E-1,4.008E-2,3.511E-1,8.029E-2,0E0,2.281E0,1.362E3,2.182E6,6.963E9,4.068E13,-5.907E2,1.452E2,-1.298E0,-2.015E4,1.828E2,-2.86E1,5.723E6,-1.635E3,1.462E1,-4.163E2,augusta.wav
5.234E2,7.397E-2,2.26E-3,4.695E4,6.322E-4,1.622E-1,?,1.183E3,?,?,?,-9.588E-1,7.802E-1,-3.753E-1,-1.131E-1,2.089E-1,-1.566E-1,4.278E-2,3.206E-1,5.958E-2,0E0,2.255E0,1.322E3,2.22E6,7.273E9,4.209E13,-5.853E2,1.498E2,-1.453E0,-2.148E4,2.109E2,-3.107E1,6.301E6,-1.994E3,1.934E1,-4.644E2,augusta.wav
7.642E2,1.357E-1,6.154E-3,2.869E4,9.024E-4,1.541E-1,?,1.312E3,?,?,?,-9.497E-1,8.388E-1,-2.524E-1,-5.824E-2,1.389E-1,-3.503E-2,1.028E-2,8.952E-2,-1.995E-2,0E0,3.454E0,1.293E3,1.78E6,6.24E9,3.45E13,-5.692E2,1.544E2,-1.597E0,-2.285E4,2.391E2,-3.38E1,6.91E6,-2.327E3,2.408E1,-5.182E2,augusta.wav
6.948E2,1.785E-1,5.998E-3,4.594E4,4.624E-4,1.037E-1,?,1.452E3,?,?,?,-9.338E-1,6.12E-1,-4.171E-1,-2.053E-1,3.236E-1,-2.042E-1,-5.444E-3,2.074E-1,8.544E-2,0E0,1.96E0,1.604E3,2.582E6,7.624E9,4.585E13,-5.655E2,1.589E2,-1.718E0,-2.423E4,2.65E2,-3.645E1,7.546E6,-2.553E3,2.762E1,-5.715E2,augusta.wav
3.664E2,6.274E-2,1.399E-3,4.871E4,1.763E-4,5.505E-2,?,8.15E2,?,?,?,-9.631E-1,5.827E-1,-2.894E-1,-2.107E-1,2.534E-1,1.421E-1,1.427E-1,1.622E-1,1.913E-1,0E0,5.438E-1,1.289E3,3.161E6,1.169E10,6.573E13,-5.866E2,1.63E2,-1.842E0,-2.555E4,2.918E2,-3.925E1,8.171E6,-2.781E3,3.142E1,-6.293E2,augusta.wav
5.89E2,6.995E-2,2.249E-4,4.091E4,2.351E-4,7.346E-2,?,1.012E3,?,?,?,-9.419E-1,5.555E-1,-3.323E-1,-5.845E-2,3.593E-1,-2.83E-1,-6.517E-2,3.12E-1,1.972E-1,0E0,9.283E-1,1.736E3,3.545E6,9.85E9,6.033E13,-6.19E2,1.672E2,-1.915E0,-2.691E4,3.114E2,-4.101E1,8.832E6,-2.953E3,3.38E1,-6.667E2,augusta.wav
4.35E2,6.091E-2,2.116E-3,5.353E4,6.055E-4,1.405E-1,?,1.128E3,?,?,?,-9.67E-1,6.143E-1,-3.415E-1,-1.148E-2,4.479E-1,-1.402E-1,4.454E-2,2.476E-1,1.405E-1,0E0,1.827E0,1.267E3,2.453E6,8.423E9,4.865E13,-6.284E2,1.715E2,-1.937E0,-2.834E4,3.233E2,-4.185E1,9.543E6,-3.077E3,3.475E1,-6.853E2,augusta.wav
8.284E2,1.799E-1,3.004E-2,2.274E4,1.854E-3,3.89E-1,?,1.108E3,?,?,?,-9.27E-1,6.4E-1,-1.868E-1,6.244E-2,3.091E-2,5.891E-2,6.551E-2,8.547E-2,1.107E-1,0E0,8.232E0,1.738E3,2.853E6,7.954E9,4.453E13,-6.004E2,1.76E2,-1.921E0,-2.986E4,3.289E2,-4.206E1,1.032E7,-3.206E3,3.499E1,-6.893E2,augusta.wav
6.825E2,1.064E-1,2.558E-2,4.854E4,1.129E-3,4.002E-1,?,1.213E3,?,?,?,-9.544E-1,7.806E-1,-2.358E-1,6.012E-2,1.625E-1,4.296E-2,7.681E-2,1.07E-1,1.785E-1,0E0,3.42E0,1.301E3,1.878E6,6.458E9,3.722E13,-5.985E2,1.806E2,-1.921E0,-3.146E4,3.373E2,-4.226E1,1.116E7,-3.461E3,3.683E1,-6.927E2,augusta.wav
5.945E2,1.228E-1,9.826E-3,3.764E4,5.225E-4,2.181E-1,?,7.69E2,?,?,?,-9.571E-1,8.576E-1,-3.175E-1,4.113E-2,3.689E-1,-1.489E-1,1.233E-2,1.691E-1,2.282E-1,0E0,1.522E0,1.225E3,1.969E6,7.184E9,4.113E13,-6.056E2,1.851E2,-1.894E0,-3.308E4,3.406E2,-4.223E1,1.204E7,-3.642E3,3.727E1,-6.905E2,augusta.wav
1.755E2,2.844E-2,2.131E-3,5.051E4,2.038E-4,4.525E-2,?,4.1E2,?,?,?,-9.928E-1,2.644E-1,9.71E-2,1.329E-1,1.157E-1,1.319E-1,1.521E-1,1.098E-1,8.313E-2,0E0,4.43E-1,1.183E3,3.424E6,1.296E10,7.427E13,-6.311E2,1.894E2,-1.957E0,-3.469E4,3.606E2,-4.281E1,1.293E7,-3.822E3,3.947E1,-7.029E2,augusta.wav
9.018E2,1.685E-1,2.751E-2,1.59E4,1.734E-3,2.74E-1,?,1.268E3,?,?,?,-9.28E-1,8.052E-1,-2.345E-1,-5.8E-2,1.907E-2,-8.739E-2,-4.051E-2,2.199E-2,1.99E-1,0E0,5.618E0,1.675E3,2.585E6,7.712E9,4.288E13,-6.305E2,1.94E2,-1.904E0,-3.639E4,3.591E2,-4.195E1,1.389E7,-3.962E3,3.889E1,-6.828E2,augusta.wav
7.784E2,1.797E-1,3.255E-2,3.143E4,1.41E-3,2.387E-1,?,1.343E3,?,?,?,-9.45E-1,8.48E-1,-4.312E-1,-1.171E-1,2.549E-1,-7.242E-2,4.389E-2,3.113E-1,2.825E-1,0E0,3.854E0,1.449E3,1.846E6,6.029E9,3.413E13,-6.357E2,1.986E2,-1.863E0,-3.819E4,3.598E2,-4.124E1,1.493E7,-4.02E3,3.77E1,-6.651E2,augusta.wav
8.362E2,1.566E-1,2.333E-2,2.875E4,1.976E-3,3.86E-1,?,1.476E3,?,?,?,-9.385E-1,8.434E-1,-2.702E-1,1.315E-2,1.778E-2,-1.331E-2,-2.991E-2,6.946E-2,1.075E-1,0E0,6.253E0,1.559E3,2.189E6,6.701E9,3.635E13,-6.241E2,2.034E2,-1.802E0,-4.008E4,3.567E2,-4.048E1,1.605E7,-3.955E3,3.503E1,-6.453E2,augusta.wav
7.376E2,2.078E-1,2.684E-2,4.737E4,7.364E-4,2.375E-1,?,1.74E3,?,?,?,-9.536E-1,7.844E-1,-4.234E-1,-6.805E-2,3.45E-1,-1.765E-1,5.874E-2,3.459E-1,1.921E-1,0E0,2.245E0,1.668E3,2.597E6,7.653E9,4.634E13,-5.973E2,2.08E2,-1.746E0,-4.194E4,3.54E2,-3.973E1,1.718E7,-3.773E3,3.167E1,-6.246E2,augusta.wav
5.708E2,1.71E-1,4.913E-3,5.189E4,4.878E-4,1.598E-1,?,1.273E3,?,?,?,-9.571E-1,7.511E-1,-4.525E-1,-1.565E-1,2.671E-1,-1.581E-1,4.455E-2,3.844E-1,2.864E-1,0E0,1.216E0,1.421E3,2.36E6,7.592E9,4.437E13,-5.911E2,2.124E2,-1.766E0,-4.375E4,3.665E2,-4.001E1,1.831E7,-3.619E3,3.01E1,-6.25E2,augusta.wav
5.677E2,7.922E-2,3.678E-2,4.35E4,2.099E-3,4.065E-1,?,1.623E3,?,?,?,-9.663E-1,7.731E-1,-4.944E-2,1.862E-1,1.253E-1,8.116E-4,-1.904E-3,4.741E-2,7.877E-2,0E0,4.424E0,1.403E3,2.339E6,7.909E9,4.294E13,-5.913E2,2.167E2,-1.726E0,-4.558E4,3.658E2,-3.98E1,1.946E7,-3.588E3,2.858E1,-6.132E2,augusta.wav
5.718E2,7.068E-2,4.304E-2,4.497E4,1.267E-3,3.532E-1,?,1.111E3,?,?,?,-9.699E-1,9.143E-1,-1.665E-1,5.397E-2,1.977E-1,-7.712E-2,2.407E-2,1.59E-1,2.751E-1,0E0,2.544E0,1.36E3,2.049E6,7.036E9,3.994E13,-6.196E2,2.212E2,-1.757E0,-4.751E4,3.802E2,-4.07E1,2.071E7,-3.7E3,2.939E1,-6.25E2,augusta.wav
8.502E2,2.029E-1,1.706E-2,1.98E4,7.834E-4,1.712E-1,?,1.206E3,?,?,?,-9.306E-1,7.309E-1,-4.451E-1,-2.044E-1,1.386E-1,-2.934E-1,-7.431E-2,2.973E-1,1.161E-1,0E0,2.43E0,1.827E3,2.916E6,7.912E9,4.831E13,-6.453E2,2.256E2,-1.587E0,-4.947E4,3.493E2,-3.892E1,2.201E7,-3.902E3,2.744E1,-5.809E2,augusta.wav
5.932E2,8.203E-2,2.53E-2,4.63E4,1.709E-3,3.511E-1,?,1.391E3,?,?,?,-9.581E-1,8.635E-1,-4.541E-1,-1.026E-1,2.008E-1,-4.098E-3,6.624E-2,2.602E-1,7.093E-2,0E0,4.177E0,1.265E3,1.732E6,5.88E9,3.3E13,-6.42E2,2.3E2,-1.333E0,-5.146E4,2.977E2,-3.656E1,2.335E7,-4.058E3,2.351E1,-5.244E2,augusta.wav
6.039E2,9.729E-2,1.903E-2,4.97E4,8.48E-4,2.182E-1,?,1.587E3,?,?,?,-9.571E-1,7.785E-1,-4.138E-1,-8.813E-2,2.727E-1,-1.467E-1,5.655E-2,2.95E-1,1.237E-1,0E0,2.095E0,1.669E3,2.519E6,7.314E9,4.376E13,-6.263E2,2.343E2,-1.029E0,-5.341E4,2.331E2,-3.44E1,2.469E7,-3.685E3,1.618E1,-4.697E2,augusta.wav
6.341E2,7.19E-2,8.698E-3,4.606E4,1.253E-3,2.903E-1,?,1.732E3,?,?,?,-9.601E-1,8.263E-1,-3.856E-1,-3.363E-2,3.372E-1,-9.359E-2,7.318E-2,2.583E-1,1.402E-1,0E0,2.919E0,1.532E3,2.312E6,7.179E9,4.17E13,-6.375E2,2.386E2,-8.434E-1,-5.542E4,1.936E2,-3.401E1,2.61E7,-3.623E3,1.281E1,-4.503E2,augusta.wav
6.061E2,6.995E-2,2.014E-2,3.567E4,1.632E-3,2.972E-1,?,1.154E3,?,?,?,-9.602E-1,8.859E-1,-3.79E-1,-4.579E-2,2.538E-1,-2.104E-2,8.491E-2,2.979E-1,1.998E-1,0E0,3.585E0,1.304E3,1.847E6,6.348E9,3.573E13,-6.448E2,2.429E2,-6.084E-1,-5.749E4,1.409E2,-3.339E1,2.757E7,-3.336E3,8.354E0,-4.247E2,augusta.wav
6.03E2,1.117E-1,1.443E-2,3.576E4,1.098E-3,2.031E-1,?,9.59E2,?,?,?,-9.589E-1,8.059E-1,-4.145E-1,-1.21E-1,2.367E-1,-7.071E-2,6.189E-2,3.317E-1,2.32E-1,0E0,3.1E0,1.333E3,1.797E6,6.022E9,3.411E13,-6.639E2,2.474E2,-3.211E-1,-5.965E4,7.358E1,-3.23E1,2.914E7,-2.902E3,3.766E0,-3.885E2,augusta.wav
6.803E2,1.74E-1,1.242E-2,4.424E4,1.165E-3,2.381E-1,?,1.197E3,?,?,?,-9.545E-1,8.174E-1,-4.44E-1,-1.167E-1,2.49E-1,-8.953E-2,7.653E-2,3.721E-1,2.203E-1,0E0,2.983E0,1.456E3,2.046E6,6.591E9,3.779E13,-6.727E2,2.519E2,-4.008E-3,-6.187E4,-3.363E0,-3.155E1,3.078E7,-2.203E3,3.506E-2,-3.55E2,augusta.wav
6.988E2,1.758E-1,6.05E-3,5.461E4,5.439E-4,1.407E-1,?,1.237E3,?,?,?,-9.356E-1,6.706E-1,-3.623E-1,-6.705E-2,3.481E-1,-3.246E-1,-6.206E-3,3.156E-1,1.141E-1,0E0,1.548E0,1.529E3,2.375E6,7.497E9,4.375E13,-6.784E2,2.564E2,4.038E-1,-6.41E4,-1.056E2,-3.045E1,3.246E7,-1.052E3,-1.657E0,-3.099E2,augusta.wav
5.739E2,7.324E-2,4.183E-3,4.503E4,8.877E-4,1.537E-1,?,1.515E3,?,?,?,-9.558E-1,6.726E-1,-2.893E-1,2.864E-2,3.522E-1,-2.21E-1,9.337E-2,3.939E-1,1.574E-2,0E0,2.621E0,1.322E3,2.063E6,6.929E9,3.941E13,-6.841E2,2.608E2,8.071E-1,-6.638E4,-2.106E2,-2.972E1,3.421E7,-5.83E1,-1.804E-1,-2.681E2,augusta.wav
4.274E2,5.212E-2,6.611E-3,5.598E4,1.145E-4,3.055E-2,?,1.291E3,?,?,?,-8.791E-1,3.81E-1,-4.807E-1,-3.25E-1,2.974E-1,-1.911E-1,-1.398E-1,-3.153E-3,1.75E-1,0E0,3.779E-1,1.983E3,4.063E6,1.013E10,6.459E13,-7.161E2,2.652E2,1.204E0,-6.863E4,-3.168E2,-2.901E1,3.596E7,1.279E3,5.808E0,-2.265E2,augusta.wav
1.02E3,2.543E-1,4.819E-4,4.934E4,2.585E-4,6.851E-2,?,2.238E3,?,?,?,-8.434E-1,6.474E-1,-3.432E-1,-2.174E-1,3.756E-1,-2.674E-1,-9.691E-2,1.526E-1,-1.415E-2,0E0,1.257E0,1.881E3,2.87E6,7.905E9,4.832E13,-7.177E2,2.694E2,1.438E0,-7.086E4,-3.841E2,-2.989E1,3.773E7,1.819E3,9.714E0,-2.123E2,augusta.wav
1.088E3,2.264E-1,5.957E-4,3.977E4,3.06E-4,7.266E-2,?,1.932E3,?,?,?,-8.231E-1,6.332E-1,-3.203E-1,-1.335E-1,4.268E-1,-3.462E-1,-1.296E-1,1.726E-1,8.722E-3,0E0,1.467E0,1.757E3,2.34E6,6.968E9,4.082E13,-7.328E2,2.736E2,1.625E0,-7.314E4,-4.41E2,-3.077E1,3.956E7,2.065E3,1.227E1,-1.994E2,augusta.wav
7.26E2,1.652E-1,2.103E-3,4.765E4,5.264E-4,1.062E-1,?,2.302E3,?,?,?,-8.854E-1,4.623E-1,-4.558E-1,-2.135E-1,5.523E-1,-2.342E-1,-3.252E-2,5.722E-2,9.115E-2,0E0,1.896E0,1.924E3,3.24E6,8.531E9,5.386E13,-7.414E2,2.779E2,1.968E0,-7.547E4,-5.422E2,-3.07E1,4.147E7,2.623E3,1.857E1,-1.615E2,augusta.wav
1.032E3,2.511E-1,1.991E-3,4.452E4,2.242E-4,8.562E-2,?,1.859E3,?,?,?,-8.728E-1,7.373E-1,-2.505E-1,-8.175E-2,3.032E-1,-1.416E-1,-9.752E-2,-2.344E-2,1.177E-1,0E0,9.973E-1,1.857E3,2.596E6,7.338E9,4.413E13,-7.586E2,2.822E2,2.319E0,-7.785E4,-6.484E2,-3.042E1,4.345E7,3.453E3,2.838E1,-1.19E2,augusta.wav
7.082E2,1.847E-1,3.044E-4,4.519E4,2.055E-4,7.806E-2,?,1.445E3,?,?,?,-9.021E-1,7.96E-1,-2.922E-1,-1.2E-1,1.773E-1,-6.65E-2,-6.962E-2,2.824E-2,2.964E-2,0E0,8.826E-1,1.694E3,2.862E6,8.658E9,5.127E13,-7.795E2,2.865E2,2.688E0,-8.028E4,-7.626E2,-2.999E1,4.55E7,4.368E3,4.098E1,-7.288E1,augusta.wav
1.12E3,2.942E-1,4.984E-4,3.555E4,2.816E-4,6.237E-2,?,1.563E3,?,?,?,-8.829E-1,5.514E-1,-4.564E-1,-3.617E-1,3.213E-1,-1.729E-1,-1.885E-2,1.405E-1,1.551E-1,0E0,1.359E0,2.143E3,3.296E6,7.927E9,5.312E13,-7.908E2,2.909E2,3.022E0,-8.279E4,-8.701E2,-2.988E1,4.765E7,5.252E3,5.456E1,-3.268E1,augusta.wav
7.465E2,1.632E-1,5.445E-4,4.716E4,1.673E-4,5.277E-2,?,1.226E3,?,?,?,-8.975E-1,7.314E-1,-2.642E-1,-1.263E-1,2.546E-1,-1.37E-1,-1.755E-1,-1.454E-1,-6.648E-3,0E0,6.862E-1,1.741E3,2.808E6,8.526E9,4.94E13,-8.088E2,2.953E2,3.324E0,-8.535E4,-9.71E2,-2.966E1,4.988E7,6.279E3,7.067E1,5.173E0,augusta.wav
8.022E2,1.548E-1,5.375E-4,4.612E4,3.079E-4,7.17E-2,?,1.381E3,?,?,?,-9.15E-1,7.178E-1,-2.646E-1,-9.779E-2,2.362E-1,-1.112E-1,-7.872E-2,-9.404E-2,-2.632E-3,0E0,1.436E0,1.658E3,2.704E6,8.182E9,4.849E13,-8.016E2,2.999E2,3.578E0,-8.802E4,-1.061E3,-2.97E1,5.223E7,7.323E3,8.738E1,3.652E1,augusta.wav
1.791E3,3.766E-1,6.625E-4,4.419E4,2.095E-4,4.653E-2,?,2.341E3,?,?,?,-7.418E-1,5.547E-1,-4.19E-1,-5.081E-1,2.071E-1,-2.551E-1,-1.272E-1,-1.657E-1,3.091E-2,0E0,1.218E0,2.581E3,3.536E6,6.889E9,5.193E13,-8.154E2,3.045E2,3.76E0,-9.077E4,-1.131E3,-2.987E1,5.47E7,8.148E3,1.006E2,5.859E1,augusta.wav
3.022E2,5.774E-2,3.468E-4,4.888E4,1.246E-4,2.828E-2,?,1.08E3,?,?,?,-9.506E-1,4.144E-1,-2.803E-1,-3.141E-1,-8.636E-2,-6.784E-2,2.605E-3,6.608E-2,6.476E-2,0E0,3.75E-1,1.826E3,3.829E6,1.054E10,6.262E13,-8.137E2,3.089E2,3.925E0,-9.346E4,-1.197E3,-3.009E1,5.714E7,9.195E3,1.168E2,7.929E1,augusta.wav
2.543E2,4.48E-2,2.543E-5,4.715E4,1.333E-4,2.868E-2,?,7.37E2,?,?,?,-9.775E-1,2.959E-1,-7.263E-2,-7.094E-2,-8.494E-3,-6.305E-3,6.748E-3,1.183E-2,-2.055E-2,0E0,3.683E-1,1.695E3,3.792E6,1.14E10,6.634E13,-8.293E2,3.132E2,4.034E0,-9.614E4,-1.247E3,-3.025E1,5.962E7,1.017E4,1.31E2,9.35E1,augusta.wav
8.412E2,1.437E-1,1.564E-2,9.406E3,1.223E-3,2.399E-1,?,1.059E3,?,?,?,-9.409E-1,5.912E-1,-2.161E-1,5.818E-2,1.655E-1,4.865E-2,7.247E-2,-1.318E-2,5.255E-2,0E0,6.242E0,1.738E3,3.026E6,8.478E9,4.805E13,-7.974E2,3.178E2,4.182E0,-9.9E4,-1.312E3,-3.051E1,6.231E7,1.108E4,1.458E2,1.115E2,augusta.wav
4.434E2,8.118E-2,1.493E-2,5.384E4,1.734E-4,1.755E-1,?,1.154E3,?,?,?,-9.587E-1,6.85E-1,-4.312E-1,-1.513E-1,2.99E-1,-2.541E-1,-8.097E-2,1.863E-1,2.783E-1,0E0,6.436E-1,1.691E3,3.28E6,9.231E9,5.496E13,-8.002E2,3.224E2,4.187E0,-1.019E5,-1.332E3,-3.079E1,6.509E7,1.137E4,1.477E2,1.119E2,augusta.wav
7.014E2,1.639E-1,1.462E-2,6.13E4,1.306E-3,3.193E-1,?,1.472E3,?,?,?,-9.298E-1,8.012E-1,-3.734E-1,-1.268E-1,8.908E-2,-6.841E-2,-1.809E-2,1.198E-1,2.206E-1,0E0,4.081E0,1.371E3,1.773E6,5.934E9,3.358E13,-7.83E2,3.271E2,4.289E0,-1.049E5,-1.385E3,-3.114E1,6.8E7,1.167E4,1.53E2,1.243E2,augusta.wav
9.028E2,1.906E-1,3.832E-2,4.306E4,2.299E-3,4.59E-1,?,1.487E3,?,?,?,-9.235E-1,7.947E-1,-2.222E-1,-3.55E-2,-7.183E-4,1.659E-2,5.173E-2,1.241E-1,1.041E-1,0E0,9.605E0,1.643E3,2.382E6,7.344E9,4.027E13,-7.488E2,3.319E2,4.364E0,-1.081E5,-1.431E3,-3.232E1,7.106E7,1.173E4,1.542E2,1.319E2,augusta.wav
5.334E2,1.967E-1,5.236E-2,5.685E4,1.044E-4,1.202E-1,?,1.029E3,?,?,?,-8.867E-1,8.635E-1,-4.881E-1,-3.501E-1,7.382E-2,2.187E-1,-1.794E-2,1.927E-1,-9.818E-2,0E0,3.762E-1,1.641E3,3.173E6,1.002E10,5.761E13,-7.705E2,3.365E2,4.419E0,-1.111E5,-1.47E3,-3.336E1,7.41E7,1.173E4,1.54E2,1.377E2,augusta.wav
7.454E2,1.423E-1,3.064E-2,4.588E4,1.868E-3,4.418E-1,?,1.713E3,?,?,?,-9.532E-1,8.988E-1,-4.353E-1,-7.579E-2,2.145E-1,1.648E-1,9.589E-2,2.345E-1,1.222E-1,0E0,5.138E0,1.251E3,1.461E6,5.232E9,2.859E13,-7.53E2,3.411E2,4.572E0,-1.142E5,-1.542E3,-3.509E1,7.72E7,1.187E4,1.591E2,1.558E2,augusta.wav
9.929E2,2.069E-1,2.469E-2,4.566E4,4.389E-4,2.016E-1,?,1.576E3,?,?,?,-9.353E-1,8.277E-1,-4.597E-1,-1.32E-1,3.4E-1,-1.348E-2,3.38E-2,3.179E-1,1.724E-1,0E0,1.983E0,1.585E3,1.988E6,6.335E9,3.658E13,-7.682E2,3.457E2,4.858E0,-1.173E5,-1.662E3,-3.708E1,8.039E7,1.223E4,1.718E2,1.945E2,augusta.wav
2.099E3,4.639E-1,2.034E-3,4.455E4,2.885E-6,9.94E-4,?,9.2E1,?,?,?,-5.714E-1,2.039E-1,-2.675E-2,5.155E-2,3.37E-2,3.737E-2,9.469E-2,4.492E-2,-1.647E-2,0E0,2.956E-2,2.954E3,4.746E6,7.025E9,5.442E13,-8.67E2,3.497E2,5.177E0,-1.201E5,-1.792E3,-3.912E1,8.324E7,1.275E4,1.888E2,2.425E2,augusta.wav
2.03E3,3.314E-1,?,3.71E4,1.183E-4,2.912E-2,?,2.525E3,?,?,?,-6.901E-1,8.101E-1,-1.355E-1,1.223E-1,-2.049E-1,5.964E-1,2.517E-2,-3.297E-1,-1.859E-1,0E0,5.989E-1,2.481E3,2.295E6,4.869E9,2.436E13,?,?,?,?,?,?,?,?,?,?,test.wav
1.412E3,2.446E-1,9.598E-5,3.844E4,5.987E-5,1.722E-2,?,2.893E3,?,?,?,-7.862E-1,7.986E-1,-5.118E-1,1.564E-1,7.449E-4,1.853E-1,-2.692E-1,-1.763E-1,7.182E-2,0E0,2.905E-1,2.029E3,1.857E6,3.91E9,2.121E13,?,?,?,?,?,?,?,?,?,?,test.wav
1.33E3,2.422E-1,3.458E-5,5.909E4,6.839E-6,4.6E-3,?,3.17E3,?,?,?,-8.076E-1,7.653E-1,-1.769E-1,-4.438E-2,-1.179E-1,1.579E-1,-1.479E-1,-2.455E-1,1.571E-1,0E0,2.887E-2,2.029E3,2.257E6,5.197E9,2.983E13,?,?,?,?,?,?,?,?,?,?,test.wav
1.061E3,1.708E-1,7.699E-7,3.554E4,8.878E-6,2.54E-3,?,2.548E3,?,?,?,-8.931E-1,8.868E-1,-3.144E-1,-1.213E-2,3.198E-2,1.809E-1,7.036E-2,1.842E-1,-2.549E-1,0E0,3.801E-2,1.492E3,1.667E6,5.145E9,2.693E13,?,?,?,?,?,?,?,?,?,?,test.wav
1.151E3,1.929E-1,3.116E-6,2.144E4,2.095E-5,4.987E-3,?,2.228E3,?,?,?,-8.663E-1,8.686E-1,-1.617E-1,-2.089E-1,2.017E-2,3.184E-1,3.321E-3,-6.608E-2,-4.543E-1,0E0,8.517E-2,1.754E3,2.322E6,7.543E9,4.156E13,?,?,?,?,?,?,?,?,?,?,test.wav
5.055E2,5.823E-2,2.782E-5,2.26E4,5.974E-5,1.92E-2,?,1.712E3,?,?,?,-9.81E-1,9.216E-1,8.804E-2,1.053E-1,-2.868E-1,3.798E-1,8.856E-2,3.253E-1,4.768E-2,0E0,1.245E-1,1.139E3,1.841E6,6.958E9,3.582E13,?,?,?,?,?,?,?,?,?,?,test.wav
4.61E2,5.933E-2,2.651E-4,4.488E4,2.135E-4,3.837E-2,?,8.34E2,?,?,?,-9.84E-1,9.626E-1,9.607E-2,1.33E-1,-1.823E-1,3.825E-1,7.315E-2,2.866E-1,1.211E-1,0E0,2.579E-1,8.602E2,1.234E6,5.019E9,2.613E13,?,?,?,?,?,?,?,?,?,?,test.wav
5.618E2,8.643E-2,3.486E-4,2.731E4,3.026E-5,9.302E-3,?,1.011E3,?,?,?,-9.78E-1,9.16E-1,3.329E-2,-3.317E-3,-1.917E-1,2.469E-1,-1.508E-1,2.97E-1,-3.43E-2,0E0,7.338E-2,1.083E3,1.663E6,6.531E9,3.513E13,?,?,?,?,?,?,?,?,?,?,test.wav
7.537E2,1.188E-1,5.776E-6,3.624E4,1.676E-5,4.455E-3,?,1.642E3,?,?,?,-9.443E-1,7.087E-1,1.352E-2,2.159E-1,-2.981E-1,2.045E-1,2.259E-2,6.019E-1,-2.508E-1,0E0,5.789E-2,1.444E3,2.34E6,7.645E9,3.813E13,?,?,?,?,?,?,?,?,?,?,test.wav
1.352E3,2.593E-1,4.206E-6,1.908E4,2.057E-5,5.663E-3,?,2.667E3,?,?,?,-8.161E-1,5.808E-1,3.362E-2,1.23E-1,-3.681E-2,-1.968E-1,6.217E-2,2.903E-1,-1.623E-1,0E0,1.194E-1,2.201E3,3.497E6,9.115E9,5.216E13,-1.558E3,3.542E2,5.205E0,-1.232E5,-1.825E3,-4.199E1,8.652E7,1.289E4,1.895E2,2.526E2,test.wav
6.638E2,1.116E-1,7.263E-6,2.337E4,3.003E-5,1.738E-2,?,2.397E3,?,?,?,-9.54E-1,7.531E-1,-1.258E-1,-3.066E-2,-2.351E-1,6.135E-1,1.353E-2,-8.122E-2,-2.677E-2,0E0,1.07E-1,1.587E3,2.78E6,8.818E9,4.642E13,-1.572E3,3.587E2,5.188E0,-1.264E5,-1.843E3,-4.502E1,8.991E7,1.274E4,1.843E2,2.549E2,test.wav
