@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC
@ATTRIBUTE "FileName" {augusta.wav,test.wav}
@DATA
1.375E1,5.469E-2,1.234E-3,1.751E3,3.957E-3,1.659E-1,?,2.8E1,?,?,?,-9.754E-1,7.773E-1,-3.262E-1,5.634E-3,4.145E-1,-1.015E-2,-4.879E-2,-3.041E-2,-4.066E-2,0E0,3.493E-1,3.426E1,1.905E3,2.139E5,3.8E7,-8.954E2,1.051E2,-2.296E0,-1.037E4,2.296E2,4.777E0,2.114E6,-2.458E3,5.37E1,2.593E2,augusta.wav
1.538E1,7.031E-2,1.526E-3,1.637E3,3.349E-3,1.284E-1,?,4.1E1,?,?,?,-9.603E-1,6.789E-1,-2.003E-1,-2.186E-2,4.079E-1,-1.865E-1,-1.153E-1,-2.78E-2,3.519E-2,0E0,3.281E-1,3.946E1,2.315E3,2.531E5,4.581E7,-9.207E2,1.094E2,-2.318E0,-1.128E4,2.417E2,4.585E0,2.397E6,-2.624E3,5.56E1,2.555E2,augusta.wav
1.196E1,4.688E-2,1.235E-3,1.773E3,2.861E-3,1.051E-1,?,3E1,?,?,?,-9.666E-1,5.074E-1,-2.335E-1,-1.133E-1,3.361E-1,1.689E-1,2.046E-2,-8.818E-2,8.589E-2,0E0,2.527E-1,3.649E1,2.335E3,2.544E5,4.559E7,-9.276E2,1.139E2,-2.428E0,-1.224E4,2.642E2,3.1E0,2.71E6,-2.781E3,5.929E1,2.349E2,augusta.wav
1.039E1,3.906E-2,1.681E-3,1.519E3,2.854E-3,1.086E-1,?,3E1,?,?,?,-9.6E-1,3.317E-1,-4.737E-1,-1.61E-1,3.413E-1,7.918E-2,5.696E-2,-1.717E-2,1.839E-2,0E0,2.847E-1,4.813E1,3.282E3,2.867E5,5.316E7,-9.309E2,1.184E2,-2.577E0,-1.326E4,2.928E2,1.392E0,3.056E6,-2.917E3,6.351E1,2.15E2,augusta.wav
2.633E1,3.75E-1,5.057E-4,1.398E3,2.277E-3,8.863E-2,?,7.7E1,?,?,?,-8.76E-1,3.126E-1,-5.464E-1,-4.581E-1,3.544E-1,4.505E-2,1.512E-1,3.469E-2,3.397E-2,0E0,3.198E-1,6.5E1,4.078E3,2.953E5,6.293E7,-9.293E2,1.229E2,-2.781E0,-1.433E4,3.291E2,-7.17E-1,3.432E6,-3.134E3,7.09E1,1.932E2,augusta.wav
2.69E1,3.203E-1,4.14E-4,1.532E3,1.856E-3,7.652E-2,?,8.4E1,?,?,?,-8.633E-1,3.594E-1,-5.423E-1,-3.288E-1,4.888E-1,1.071E-2,9.125E-2,-4.582E-2,7.095E-2,0E0,2.727E-1,6.128E1,3.849E3,2.995E5,6.104E7,-9.385E2,1.275E2,-2.986E0,-1.545E4,3.678E2,-2.717E0,3.842E6,-3.327E3,7.792E1,1.735E2,augusta.wav
4.094E1,4.023E-1,5.546E-4,1.52E3,1.573E-3,7.789E-2,?,8.8E1,?,?,?,-8.104E-1,3.627E-1,-5.717E-1,-4.723E-1,3.86E-1,-1.465E-1,-6.096E-3,5.652E-2,8.92E-2,0E0,2.678E-1,7.413E1,3.955E3,2.438E5,5.674E7,-9.411E2,1.32E2,-3.205E0,-1.66E4,4.094E2,-4.801E0,4.278E6,-3.634E3,8.819E1,1.542E2,augusta.wav
8.596E0,3.906E-2,9.752E-4,1.529E3,2.7E-3,9.802E-2,?,2.6E1,?,?,?,-9.64E-1,3.434E-1,-4.563E-1,-1.602E-1,4.124E-1,6.38E-3,5.235E-4,5.419E-2,1.96E-1,0E0,2.312E-1,4.078E1,2.901E3,3.028E5,5.442E7,-9.343E2,1.366E2,-3.456E0,-1.778E4,4.574E2,-7.137E0,4.746E6,-3.996E3,1.011E2,1.343E2,augusta.wav
2.071E1,1.641E-1,2.795E-3,1.64E3,3.745E-3,1.352E-1,?,4.2E1,?,?,?,-9.315E-1,5.688E-1,-4.12E-1,-2.358E-1,3.716E-1,-7.84E-2,6.243E-2,2.869E-1,1.126E-1,0E0,4.568E-1,4.683E1,2.392E3,2.226E5,4.167E7,-9.169E2,1.411E2,-3.693E0,-1.901E4,5.054E2,-9.342E0,5.243E6,-4.414E3,1.155E2,1.157E2,augusta.wav
2.041E1,1.875E-1,1.925E-3,1.562E3,3.662E-3,1.456E-1,?,4.1E1,?,?,?,-9.318E-1,5.424E-1,-4.299E-1,-2.348E-1,4.424E-1,-1.571E-1,4.551E-2,3.369E-1,7.156E-2,0E0,4.673E-1,4.783E1,2.66E3,2.522E5,4.829E7,-9.137E2,1.456E2,-3.916E0,-2.027E4,5.53E2,-1.153E1,5.776E6,-5.009E3,1.347E2,9.429E1,augusta.wav
